% Xfiducial, Yfiducial=(  9.14  86.36), ( 76.20  86.36), (143.26  86.36), (  9.14  50.80), (143.26  50.80), (  9.14  15.24), ( 76.20  15.24), (143.26  15.24) mm 
% Sample, x(mm), y(mm), dx(mm), dy(mm), A(fraction), B(fraction), C(fraction), D(fraction), E(fraction), F(fraction), G(fraction), H(fraction), code(0=sample; 1=spectral reference; 2=ABCD control; 3=EFGH control; 4=duplicate sample) 
0193,  12.19,  77.22,  1.02,  1.02, 0.150, 0.100, 0.750, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0194,  14.22,  77.22,  1.02,  1.02, 0.150, 0.050, 0.800, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0195,  16.25,  77.22,  1.02,  1.02, 0.150, 0.000, 0.850, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0196,  18.28,  77.22,  1.02,  1.02, 0.100, 0.900, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0197,  20.32,  77.22,  1.02,  1.02, 0.100, 0.850, 0.050, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0198,  22.35,  77.22,  1.02,  1.02, 0.100, 0.800, 0.100, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0199,  24.38,  77.22,  1.02,  1.02, 0.100, 0.750, 0.150, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0200,  26.41,  77.22,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 3 
0201,  28.44,  77.22,  1.02,  1.02, 0.100, 0.700, 0.200, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0202,  30.48,  77.22,  1.02,  1.02, 0.100, 0.650, 0.250, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0203,  32.51,  77.22,  1.02,  1.02, 0.100, 0.600, 0.300, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0204,  34.54,  77.22,  1.02,  1.02, 0.100, 0.550, 0.350, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0205,  36.57,  77.22,  1.02,  1.02, 0.100, 0.500, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0206,  38.60,  77.22,  1.02,  1.02, 0.100, 0.450, 0.450, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0207,  40.64,  77.22,  1.02,  1.02, 0.100, 0.400, 0.500, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0208,  42.67,  77.22,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
0209,  44.70,  77.22,  1.02,  1.02, 0.100, 0.350, 0.550, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0210,  46.73,  77.22,  1.02,  1.02, 0.100, 0.300, 0.600, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0211,  48.76,  77.22,  1.02,  1.02, 0.100, 0.250, 0.650, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0212,  50.80,  77.22,  1.02,  1.02, 0.100, 0.200, 0.700, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0213,  52.83,  77.22,  1.02,  1.02, 0.100, 0.150, 0.750, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0214,  54.86,  77.22,  1.02,  1.02, 0.100, 0.100, 0.800, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0215,  56.89,  77.22,  1.02,  1.02, 0.100, 0.050, 0.850, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0216,  58.92,  77.22,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 3 
0217,  60.96,  77.22,  1.02,  1.02, 0.100, 0.000, 0.900, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0218,  62.99,  77.22,  1.02,  1.02, 0.050, 0.950, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0219,  65.02,  77.22,  1.02,  1.02, 0.050, 0.900, 0.050, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0220,  67.05,  77.22,  1.02,  1.02, 0.050, 0.850, 0.100, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0221,  69.08,  77.22,  1.02,  1.02, 0.050, 0.800, 0.150, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0222,  71.12,  77.22,  1.02,  1.02, 0.050, 0.750, 0.200, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0223,  73.15,  77.22,  1.02,  1.02, 0.050, 0.700, 0.250, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0224,  75.18,  77.22,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
0225,  77.21,  77.22,  1.02,  1.02, 0.050, 0.650, 0.300, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0226,  79.24,  77.22,  1.02,  1.02, 0.050, 0.600, 0.350, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0227,  81.28,  77.22,  1.02,  1.02, 0.050, 0.550, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0228,  83.31,  77.22,  1.02,  1.02, 0.050, 0.500, 0.450, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0229,  85.34,  77.22,  1.02,  1.02, 0.050, 0.450, 0.500, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0230,  87.37,  77.22,  1.02,  1.02, 0.050, 0.400, 0.550, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0231,  89.40,  77.22,  1.02,  1.02, 0.050, 0.350, 0.600, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0232,  91.44,  77.22,  1.02,  1.02, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2 
0233,  93.47,  77.22,  1.02,  1.02, 0.050, 0.300, 0.650, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0234,  95.50,  77.22,  1.02,  1.02, 0.050, 0.250, 0.700, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0235,  97.53,  77.22,  1.02,  1.02, 0.050, 0.200, 0.750, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0236,  99.56,  77.22,  1.02,  1.02, 0.050, 0.150, 0.800, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0237, 101.60,  77.22,  1.02,  1.02, 0.050, 0.100, 0.850, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0238, 103.63,  77.22,  1.02,  1.02, 0.050, 0.050, 0.900, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0239, 105.66,  77.22,  1.02,  1.02, 0.050, 0.000, 0.950, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0240, 107.69,  77.22,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
0241, 109.72,  77.22,  1.02,  1.02, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0242, 111.76,  77.22,  1.02,  1.02, 0.000, 0.950, 0.050, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0243, 113.79,  77.22,  1.02,  1.02, 0.000, 0.900, 0.100, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0244, 115.82,  77.22,  1.02,  1.02, 0.000, 0.850, 0.150, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0245, 117.85,  77.22,  1.02,  1.02, 0.000, 0.800, 0.200, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0246, 119.88,  77.22,  1.02,  1.02, 0.000, 0.750, 0.250, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0247, 121.92,  77.22,  1.02,  1.02, 0.000, 0.700, 0.300, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0248, 123.95,  77.22,  1.02,  1.02, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2 
0249, 125.98,  77.22,  1.02,  1.02, 0.000, 0.650, 0.350, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0250, 128.01,  77.22,  1.02,  1.02, 0.000, 0.600, 0.400, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0251, 130.04,  77.22,  1.02,  1.02, 0.000, 0.550, 0.450, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0252, 132.08,  77.22,  1.02,  1.02, 0.000, 0.500, 0.500, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0253, 134.11,  77.22,  1.02,  1.02, 0.000, 0.450, 0.550, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0254, 136.14,  77.22,  1.02,  1.02, 0.000, 0.400, 0.600, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0255, 138.17,  77.22,  1.02,  1.02, 0.000, 0.350, 0.650, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0256, 140.20,  77.22,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
0257,  12.19,  75.18,  1.02,  1.02, 0.000, 0.300, 0.700, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0258,  14.22,  75.18,  1.02,  1.02, 0.000, 0.250, 0.750, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0259,  16.25,  75.18,  1.02,  1.02, 0.000, 0.200, 0.800, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0260,  18.28,  75.18,  1.02,  1.02, 0.000, 0.150, 0.850, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0261,  20.32,  75.18,  1.02,  1.02, 0.000, 0.100, 0.900, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0262,  22.35,  75.18,  1.02,  1.02, 0.000, 0.050, 0.950, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0263,  24.38,  75.18,  1.02,  1.02, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0 
0264,  26.41,  75.18,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
0265,  28.44,  75.18,  1.02,  1.02, 0.950, 0.000, 0.000, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0266,  30.48,  75.18,  1.02,  1.02, 0.900, 0.050, 0.000, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0267,  32.51,  75.18,  1.02,  1.02, 0.900, 0.000, 0.050, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0268,  34.54,  75.18,  1.02,  1.02, 0.850, 0.100, 0.000, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0269,  36.57,  75.18,  1.02,  1.02, 0.850, 0.050, 0.050, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0270,  38.60,  75.18,  1.02,  1.02, 0.850, 0.000, 0.100, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0271,  40.64,  75.18,  1.02,  1.02, 0.800, 0.150, 0.000, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0272,  42.67,  75.18,  1.02,  1.02, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2 
0273,  44.70,  75.18,  1.02,  1.02, 0.800, 0.100, 0.050, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0274,  46.73,  75.18,  1.02,  1.02, 0.800, 0.050, 0.100, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0275,  48.76,  75.18,  1.02,  1.02, 0.800, 0.000, 0.150, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0276,  50.80,  75.18,  1.02,  1.02, 0.750, 0.200, 0.000, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0277,  52.83,  75.18,  1.02,  1.02, 0.750, 0.150, 0.050, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0278,  54.86,  75.18,  1.02,  1.02, 0.750, 0.100, 0.100, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0279,  56.89,  75.18,  1.02,  1.02, 0.750, 0.050, 0.150, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0280,  58.92,  75.18,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
0281,  60.96,  75.18,  1.02,  1.02, 0.750, 0.000, 0.200, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0282,  62.99,  75.18,  1.02,  1.02, 0.700, 0.250, 0.000, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0283,  65.02,  75.18,  1.02,  1.02, 0.700, 0.200, 0.050, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0284,  67.05,  75.18,  1.02,  1.02, 0.700, 0.150, 0.100, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0285,  69.08,  75.18,  1.02,  1.02, 0.700, 0.100, 0.150, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0286,  71.12,  75.18,  1.02,  1.02, 0.700, 0.050, 0.200, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0287,  73.15,  75.18,  1.02,  1.02, 0.700, 0.000, 0.250, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0288,  75.18,  75.18,  1.02,  1.02, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 2 
0289,  77.21,  75.18,  1.02,  1.02, 0.650, 0.300, 0.000, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0290,  79.24,  75.18,  1.02,  1.02, 0.650, 0.250, 0.050, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0291,  81.28,  75.18,  1.02,  1.02, 0.650, 0.200, 0.100, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0292,  83.31,  75.18,  1.02,  1.02, 0.650, 0.150, 0.150, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0293,  85.34,  75.18,  1.02,  1.02, 0.650, 0.100, 0.200, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0294,  87.37,  75.18,  1.02,  1.02, 0.650, 0.050, 0.250, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0295,  89.40,  75.18,  1.02,  1.02, 0.650, 0.000, 0.300, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0296,  91.44,  75.18,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
0297,  93.47,  75.18,  1.02,  1.02, 0.600, 0.350, 0.000, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0298,  95.50,  75.18,  1.02,  1.02, 0.600, 0.300, 0.050, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0299,  97.53,  75.18,  1.02,  1.02, 0.600, 0.250, 0.100, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0300,  99.56,  75.18,  1.02,  1.02, 0.600, 0.200, 0.150, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0301, 101.60,  75.18,  1.02,  1.02, 0.600, 0.150, 0.200, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0302, 103.63,  75.18,  1.02,  1.02, 0.600, 0.100, 0.250, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0303, 105.66,  75.18,  1.02,  1.02, 0.600, 0.050, 0.300, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0304, 107.69,  75.18,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 3 
0305, 109.72,  75.18,  1.02,  1.02, 0.600, 0.000, 0.350, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0306, 111.76,  75.18,  1.02,  1.02, 0.550, 0.400, 0.000, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0307, 113.79,  75.18,  1.02,  1.02, 0.550, 0.350, 0.050, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0308, 115.82,  75.18,  1.02,  1.02, 0.550, 0.300, 0.100, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0309, 117.85,  75.18,  1.02,  1.02, 0.550, 0.250, 0.150, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0310, 119.88,  75.18,  1.02,  1.02, 0.550, 0.200, 0.200, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0311, 121.92,  75.18,  1.02,  1.02, 0.550, 0.150, 0.250, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0312, 123.95,  75.18,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
0313, 125.98,  75.18,  1.02,  1.02, 0.550, 0.100, 0.300, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0314, 128.01,  75.18,  1.02,  1.02, 0.550, 0.050, 0.350, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0315, 130.04,  75.18,  1.02,  1.02, 0.550, 0.000, 0.400, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0316, 132.08,  75.18,  1.02,  1.02, 0.500, 0.450, 0.000, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0317, 134.11,  75.18,  1.02,  1.02, 0.500, 0.400, 0.050, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0318, 136.14,  75.18,  1.02,  1.02, 0.500, 0.350, 0.100, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0319, 138.17,  75.18,  1.02,  1.02, 0.500, 0.300, 0.150, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0320, 140.20,  75.18,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 0.000, 3 
0321,  12.19,  73.15,  1.02,  1.02, 0.500, 0.250, 0.200, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0322,  14.22,  73.15,  1.02,  1.02, 0.500, 0.200, 0.250, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0323,  16.25,  73.15,  1.02,  1.02, 0.500, 0.150, 0.300, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0324,  18.28,  73.15,  1.02,  1.02, 0.500, 0.100, 0.350, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0325,  20.32,  73.15,  1.02,  1.02, 0.500, 0.050, 0.400, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0326,  22.35,  73.15,  1.02,  1.02, 0.500, 0.000, 0.450, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0327,  24.38,  73.15,  1.02,  1.02, 0.450, 0.500, 0.000, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0328,  26.41,  73.15,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1.000, 0.000, 3 
0329,  28.44,  73.15,  1.02,  1.02, 0.450, 0.450, 0.050, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0330,  30.48,  73.15,  1.02,  1.02, 0.450, 0.400, 0.100, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0331,  32.51,  73.15,  1.02,  1.02, 0.450, 0.350, 0.150, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0332,  34.54,  73.15,  1.02,  1.02, 0.450, 0.300, 0.200, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0333,  36.57,  73.15,  1.02,  1.02, 0.450, 0.250, 0.250, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0334,  38.60,  73.15,  1.02,  1.02, 0.450, 0.200, 0.300, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0335,  40.64,  73.15,  1.02,  1.02, 0.450, 0.150, 0.350, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0336,  42.67,  73.15,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
0337,  44.70,  73.15,  1.02,  1.02, 0.450, 0.100, 0.400, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0338,  46.73,  73.15,  1.02,  1.02, 0.450, 0.050, 0.450, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0339,  48.76,  73.15,  1.02,  1.02, 0.450, 0.000, 0.500, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0340,  50.80,  73.15,  1.02,  1.02, 0.400, 0.550, 0.000, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0341,  52.83,  73.15,  1.02,  1.02, 0.400, 0.500, 0.050, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0342,  54.86,  73.15,  1.02,  1.02, 0.400, 0.450, 0.100, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0343,  56.89,  73.15,  1.02,  1.02, 0.400, 0.400, 0.150, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0344,  58.92,  73.15,  1.02,  1.02, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2 
0345,  60.96,  73.15,  1.02,  1.02, 0.400, 0.350, 0.200, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0346,  62.99,  73.15,  1.02,  1.02, 0.400, 0.300, 0.250, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0347,  65.02,  73.15,  1.02,  1.02, 0.400, 0.250, 0.300, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0348,  67.05,  73.15,  1.02,  1.02, 0.400, 0.200, 0.350, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0349,  69.08,  73.15,  1.02,  1.02, 0.400, 0.150, 0.400, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0350,  71.12,  73.15,  1.02,  1.02, 0.400, 0.100, 0.450, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0351,  73.15,  73.15,  1.02,  1.02, 0.400, 0.050, 0.500, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0352,  75.18,  73.15,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
0353,  77.21,  73.15,  1.02,  1.02, 0.400, 0.000, 0.550, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0354,  79.24,  73.15,  1.02,  1.02, 0.350, 0.600, 0.000, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0355,  81.28,  73.15,  1.02,  1.02, 0.350, 0.550, 0.050, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0356,  83.31,  73.15,  1.02,  1.02, 0.350, 0.500, 0.100, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0357,  85.34,  73.15,  1.02,  1.02, 0.350, 0.450, 0.150, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0358,  87.37,  73.15,  1.02,  1.02, 0.350, 0.400, 0.200, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0359,  89.40,  73.15,  1.02,  1.02, 0.350, 0.350, 0.250, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0360,  91.44,  73.15,  1.02,  1.02, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2 
0361,  93.47,  73.15,  1.02,  1.02, 0.350, 0.300, 0.300, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0362,  95.50,  73.15,  1.02,  1.02, 0.350, 0.250, 0.350, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0363,  97.53,  73.15,  1.02,  1.02, 0.350, 0.200, 0.400, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0364,  99.56,  73.15,  1.02,  1.02, 0.350, 0.150, 0.450, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0365, 101.60,  73.15,  1.02,  1.02, 0.350, 0.100, 0.500, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0366, 103.63,  73.15,  1.02,  1.02, 0.350, 0.050, 0.550, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0367, 105.66,  73.15,  1.02,  1.02, 0.350, 0.000, 0.600, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0368, 107.69,  73.15,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
0369, 109.72,  73.15,  1.02,  1.02, 0.300, 0.650, 0.000, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0370, 111.76,  73.15,  1.02,  1.02, 0.300, 0.600, 0.050, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0371, 113.79,  73.15,  1.02,  1.02, 0.300, 0.550, 0.100, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0372, 115.82,  73.15,  1.02,  1.02, 0.300, 0.500, 0.150, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0373, 117.85,  73.15,  1.02,  1.02, 0.300, 0.450, 0.200, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0374, 119.88,  73.15,  1.02,  1.02, 0.300, 0.400, 0.250, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0375, 121.92,  73.15,  1.02,  1.02, 0.300, 0.350, 0.300, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0376, 123.95,  73.15,  1.02,  1.02, 0.000, 0.000, 1.000, 0.000, 0.000, 0.000, 0.000, 0.000, 2 
0377, 125.98,  73.15,  1.02,  1.02, 0.300, 0.300, 0.350, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0378, 128.01,  73.15,  1.02,  1.02, 0.300, 0.250, 0.400, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0379, 130.04,  73.15,  1.02,  1.02, 0.300, 0.200, 0.450, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0380, 132.08,  73.15,  1.02,  1.02, 0.300, 0.150, 0.500, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0381, 134.11,  73.15,  1.02,  1.02, 0.300, 0.100, 0.550, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0382, 136.14,  73.15,  1.02,  1.02, 0.300, 0.050, 0.600, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0383, 138.17,  73.15,  1.02,  1.02, 0.300, 0.000, 0.650, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0384, 140.20,  73.15,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
0385,  12.19,  71.12,  1.02,  1.02, 0.250, 0.700, 0.000, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0386,  14.22,  71.12,  1.02,  1.02, 0.250, 0.650, 0.050, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0387,  16.25,  71.12,  1.02,  1.02, 0.250, 0.600, 0.100, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0388,  18.28,  71.12,  1.02,  1.02, 0.250, 0.550, 0.150, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0389,  20.32,  71.12,  1.02,  1.02, 0.250, 0.500, 0.200, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0390,  22.35,  71.12,  1.02,  1.02, 0.250, 0.450, 0.250, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0391,  24.38,  71.12,  1.02,  1.02, 0.250, 0.400, 0.300, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0392,  26.41,  71.12,  1.02,  1.02, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 0.000, 1 
0393,  28.44,  71.12,  1.02,  1.02, 0.250, 0.350, 0.350, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0394,  30.48,  71.12,  1.02,  1.02, 0.250, 0.300, 0.400, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0395,  32.51,  71.12,  1.02,  1.02, 0.250, 0.250, 0.450, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0396,  34.54,  71.12,  1.02,  1.02, 0.250, 0.200, 0.500, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
0397,  36.57,  71.12,  1.02,  1.02, 0.250, 0.150, 0.550, 0.050, 0.000, 0.000, 0.000, 0.000, 0 
